member_name,sitting_date,parliamentary_period,parliamentary_session,parliamentary_sitting,political_party,government,member_region,roles,member_gender,speech
τσαλδαρης κωνσταντινου αθανασιος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],επικρατειας,['ε προεδρος βουλης(07/04/1989-21/11/1989)'],male," Κύριε Πρόεδρε, το Προεδρείο δεν δέχεται διακοπές."
σκουλαρικης παναγιωτη ιωαννης,07/07/1989,period 5,session 1,sitting 5,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],ηλειας,['βουλευτης'],male, Αφού ο κ. Πρόεδρος συμφωνεί.
τσαλδαρης κωνσταντινου αθανασιος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],επικρατειας,['ε προεδρος βουλης(07/04/1989-21/11/1989)'],male," Το Προεδρείο δεν δέχεται διακοπές. Σας παρακαλώ, κύριε Πρόεδρε, προχωρήστε."
φλωρακης ιωαννη χαριλαος,07/07/1989,period 5,session 1,sitting 5,συνασπισμος της αριστερας των κινηματων και της οικολογιας,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' αθηνων,['αρχηγος κομματος:γενικος γραμματεας κομμουνιστικου κομματος ελλαδος(17/11/1974-07/11/1989)'],male, Εμείς επίσης χαιρετίζομε...
σκουλαρικης παναγιωτη ιωαννης,07/07/1989,period 5,session 1,sitting 5,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],ηλειας,['βουλευτης'],male, Αφού ο κ. Πρόεδρος δέχεται τη διακοπή ...
τσαλδαρης κωνσταντινου αθανασιος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],επικρατειας,['ε προεδρος βουλης(07/04/1989-21/11/1989)'],male, Να μη γραφεί τίποτε στα Πρακτικά από όσα λέει ο κ. Σκουλαρίκης.  
φλωρακης ιωαννη χαριλαος,07/07/1989,period 5,session 1,sitting 5,συνασπισμος της αριστερας των κινηματων και της οικολογιας,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' αθηνων,['αρχηγος κομματος:γενικος γραμματεας κομμουνιστικου κομματος ελλαδος(17/11/1974-07/11/1989)'],male, Εμείς επίσης χαιρετίζομε...
σκουλαρικης παναγιωτη ιωαννης,07/07/1989,period 5,session 1,sitting 5,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],ηλειας,['βουλευτης'],male,...
τσαλδαρης κωνσταντινου αθανασιος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],επικρατειας,['ε προεδρος βουλης(07/04/1989-21/11/1989)'],male," Κύριε Σκουλαρίκη παρακαλώ καθίστε κάτω. Δεν επιτρέπει το Προεδρείο. Είναι δικαίωμα του Προεδρείου. Καθίστε κάτω. Κύριε Πρόεδρε, προχωρήστε σας παρακαλώ.  ."
φλωρακης ιωαννη χαριλαος,07/07/1989,period 5,session 1,sitting 5,συνασπισμος της αριστερας των κινηματων και της οικολογιας,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' αθηνων,['αρχηγος κομματος:γενικος γραμματεας κομμουνιστικου κομματος ελλαδος(17/11/1974-07/11/1989)'],male,"Εμείς επίσης χαιρετίζουμε την πρόταση της Κυβέρνησης για πλήρη αποκατάσταση των αγωνιστών της Εθνικής Αντίστασης. Η στάση μας απέναντι στη νέα Κυβέρνηση του κ. Τζαννετάκη, δεν είναι επαναλαμβάνω, Κυβέρνηση της Νέας Δημοκρατίας και του Συνασπισμού. Μπορεί ο κ. Τζαννετάκης να ανήκει -και ανήκει πραγματικά- στο Κόμμα της Νέας Δημοκρατίας, μπορεί να προτάθηκε και να στηρίζεται στο Κόμμα αυτό, αλλά είναι όμως Κυβέρνηση του κ. Τζαννετάκη με δικό της πρόγραμμα...  ΣΕΛΙΔΑ 0026"
τσαλδαρης κωνσταντινου αθανασιος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],επικρατειας,['ε προεδρος βουλης(07/04/1989-21/11/1989)'],male," Σας παρακαλώ, κύριοι συνάδελφοι, θα με αναγκάσετε να λάβω μέτρα."
φλωρακης ιωαννη χαριλαος,07/07/1989,period 5,session 1,sitting 5,συνασπισμος της αριστερας των κινηματων και της οικολογιας,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' αθηνων,['αρχηγος κομματος:γενικος γραμματεας κομμουνιστικου κομματος ελλαδος(17/11/1974-07/11/1989)'],male," Είναι μια Κυβέρνηση, όπως δήλωσε, που ήταν και πρέπει -θα έλεγα- να μείνει ανοικτή σε όλες τις πολιτικές δυνάμεις. Είναι η καλύτερη δυνατή λύση που μπορούσε να επιτευχθεί κάτω από τις δοσμένες περιστάσεις και συνθήκες. Έχει χωρίς αμφιβολία μπροστά της ένα πολύ δύσκολο έργο να πραγματοποιήσει και μάλιστα το έργο αυτό καλείται να το πραγματοποιήσει σε πολύ σύντομο χρονικό διάστημα. Εμείς πιστεύουμε ότι θαύματα δεν μπορεί να κάνει. Μπορεί όμως να φέρει συγκεκριμένα και χειροπιαστά αποτελέσματα που θα μετρήσουν στο Λαό πέρα από πολιτικά και κομματικά σύνορα. Ο δρόμος της βέβαια δεν θα είναι όπως πολλοί λένε ανθόσπαρτος. Πρέπει να ξεπεράσει πολλά εμπόδια και πολλές δυσκολίες, για να τα ξεπεράσει και να πετύχει πρέπει να επιδείξει αυτή η Κυβέρνηση απεριόριστη αφοσίωση στη συγκεκριμένη αποστολή της, πρέπει να επιδείξει νηφαλιότητα, απεριόριστο δημοκρατικό πνεύμα, προσήλωση στο διάλογο και στις ευρύτερες δυνατές συναινέσεις. Θεωρούμαι ότι ορισμένες ενέργειες Υπουργών της Κυβέρνησης του κ. Τζαννετάκη, όπως κάτι μεταθέσεις, κάτι αλλαγές κ.λπ. ανεξάρτητα ...."
,07/07/1989,period 5,session 1,sitting 5,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],,,," Ο Πρόεδρος της Νέας Δημοκρατίας, κ. Κωνσταντίνος Μητσοτάκης έχει το λόγο.  "
μητσοτακης κυριακου κωνσταντινος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],α' θεσσαλονικης,"['αρχηγος αξιωματικης αντιπολιτευσης(09/01/1984-10/12/1989)', 'αρχηγος κομματος:προεδρος νεας δημοκρατιας(09/01/1984-11/03/1993)']",male," Κυρίες και κύριοι συνάδελφοι, θα είμαι σύντομος. Θα μου επιτρέψετε ν' αρχίσω με μία απορία. Είμαι παλιός κοινοβουλευτικός και έχω διαπιστώσει ότι στις Προγραμματικές Δηλώσεις των Κυβερνήσεων, συνήθως η συζήτηση γίνεται σε κλίμα ηρεμίας. Δεν μπορώ να καταλάβω, γιατί αυτή τη φορά η Κοινοβουλευτική Ομάδα του ΠΑΣΟΚ προσπαθεί να χαλάσει αυτή την καλή ατμόσφαιρα της συζήτησης που ασφαλώς πρέπει να έχουμε. Και θα μου επιτρέψετε να προσθέσω και μία παρατήρηση. Μου έκανε εντύπωση ότι ο κ. Αλευράς, τον οποίο τιμώ ιδιαίτερα και με τον οποίο συνδέομαι από χρόνια, απεχώρησε αμέσως μετά την ομιλία του. Δεν θέλω να σκεφθώ ότι δεν ήθελε να έχει την ευθύνη του θεάματος που παρουσίασε η Αίθουσα την ώρα που μιλούσε ο κ. Φλωράκης."
φλωρακης ιωαννη χαριλαος,07/07/1989,period 5,session 1,sitting 5,συνασπισμος της αριστερας των κινηματων και της οικολογιας,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' αθηνων,['αρχηγος κομματος:γενικος γραμματεας κομμουνιστικου κομματος ελλαδος(17/11/1974-07/11/1989)'],male," Ήταν από τον ""πόνο"" του για το ΚΚΕ."
